relative_path,size_mb,extension,decision,reason
data/processed/corrected_support_schedule_system_n10_w12.pkl,2.181572914123535,.pkl,delete_regenerable_cache,Enumerated schedule system or frontier cache; expensive but fully regenerable.
data/processed/corrected_schedule_demand_only_washout_check_w12.pkl,2.177720069885254,.pkl,delete_regenerable_cache,Enumerated schedule system or frontier cache; expensive but fully regenerable.
data/processed/corrected_schedule_demand_only_washout_check_w4.pkl,2.177720069885254,.pkl,delete_regenerable_cache,Enumerated schedule system or frontier cache; expensive but fully regenerable.
data/processed/corrected_schedule_demand_only_washout_check_w8.pkl,2.177720069885254,.pkl,delete_regenerable_cache,Enumerated schedule system or frontier cache; expensive but fully regenerable.
data/processed/corrected_schedule_demand_only_washout_check_w0.pkl,2.177720069885254,.pkl,delete_regenerable_cache,Enumerated schedule system or frontier cache; expensive but fully regenerable.
data/processed/corrected_schedule_demand_only_washout_check_w10.pkl,2.177720069885254,.pkl,delete_regenerable_cache,Enumerated schedule system or frontier cache; expensive but fully regenerable.
data/processed/corrected_schedule_demand_only_washout_check_w6.pkl,2.177720069885254,.pkl,delete_regenerable_cache,Enumerated schedule system or frontier cache; expensive but fully regenerable.
data/processed/corrected_support_schedule_system_n30_w12.pkl,1.9731712341308596,.pkl,delete_regenerable_cache,Enumerated schedule system or frontier cache; expensive but fully regenerable.
data/processed/corrected_support_schedule_system_n25_w12.pkl,1.9731712341308596,.pkl,delete_regenerable_cache,Enumerated schedule system or frontier cache; expensive but fully regenerable.
data/processed/robustness_cache/short_horizon_904b59d19f83.pkl,1.1762847900390625,.pkl,delete_regenerable_cache,Robustness scenario cache; regenerated by archived robustness notebooks.
data/processed/cereal_demand_data.parquet,30.76648330688477,.parquet,keep_stable_processed_data,Stable processed dataset or manifest used by the active empirical pipeline.
data/processed/cereal_demand_model_data.parquet,30.746649742126465,.parquet,keep_stable_processed_data,Stable processed dataset or manifest used by the active empirical pipeline.
data/processed/paper_selected_sample.parquet,0.2060918807983398,.parquet,keep_stable_processed_data,Stable processed dataset or manifest used by the active empirical pipeline.
data/processed/paper_isolated_event_windows_with_ppml_baseline.parquet,0.1029520034790039,.parquet,keep_stable_processed_data,Stable processed dataset or manifest used by the active empirical pipeline.
data/processed/cereal_sales_outliers.parquet,0.0269460678100585,.parquet,keep_stable_processed_data,Stable processed dataset or manifest used by the active empirical pipeline.
data/processed/cereal_product_lookup.parquet,0.0080776214599609,.parquet,keep_stable_processed_data,Stable processed dataset or manifest used by the active empirical pipeline.
data/processed/paper_selected_sample_manifest.json,0.000152587890625,.json,keep_stable_processed_data,Stable processed dataset or manifest used by the active empirical pipeline.
data/processed/.gitkeep,0.0,,manual_review,Not in the final artifact registry; inspect producer/consumer before deleting.
data/processed/final_demand_model_predictions.pkl,7.219526290893555,.pkl,migrate_to_canonical_artifact_path,Final empirical artifact; renamed and moved under artifacts/.
data/processed/corrected_policy_optimization_artifact.pkl,3.906259536743164,.pkl,migrate_to_canonical_artifact_path,Final empirical artifact; renamed and moved under artifacts/.
data/processed/boundary_validation_artifact.pkl,2.3372373580932617,.pkl,migrate_to_canonical_artifact_path,Final empirical artifact; renamed and moved under artifacts/.
data/processed/product_stockpiling_behavioral_draws_v2.pkl,0.6752347946166992,.pkl,migrate_to_canonical_artifact_path,Final empirical artifact; renamed and moved under artifacts/.
data/processed/product_promotion_prediction_context.pkl,0.5640172958374023,.pkl,migrate_to_canonical_artifact_path,Final empirical artifact; renamed and moved under artifacts/.
data/processed/policy_regimes_and_support_artifact.pkl,0.1077451705932617,.pkl,migrate_to_canonical_artifact_path,Final empirical artifact; renamed and moved under artifacts/.
data/processed/product_supported_action_sets.pkl,0.0133543014526367,.pkl,migrate_to_canonical_artifact_path,Final empirical artifact; renamed and moved under artifacts/.
data/processed/product_stockpiling_calibration_artifact_v2.pkl,0.0015640258789062,.pkl,migrate_to_canonical_artifact_path,Final empirical artifact; renamed and moved under artifacts/.
data/processed/isolated_promotion_events_revised.pkl,0.7639846801757812,.pkl,remove_versioned_duplicate_after_migration,Superseded version-suffixed output; canonical producer now overwrites one stable path.
data/processed/product_stockpiling_bootstrap_base_v2.pkl,0.2154293060302734,.pkl,remove_versioned_duplicate_after_migration,Superseded version-suffixed output; canonical producer now overwrites one stable path.
