alpha,policy,upc,product_name,value,promotion_count,total_depth,schedule_supported
2.13,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.13,myopic,3800000120,3800000120,209.20777290503176,4,1.2,True
2.13,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.13,myopic,3800000127,3800000127,157.6511048582554,4,1.2,False
2.13,myopic,1600066510,1600066510,294.24029477084474,4,1.2,False
2.13,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.13,myopic,3800000110,3800000110,171.54708086134588,4,1.2,False
2.14,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.14,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.14,dynamic,3800000120,3800000120,210.16502566769913,4,1.2,True
2.14,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.14,dynamic,3800000127,3800000127,162.18809509277338,0,0.0,True
2.14,dynamic,1600066510,1600066510,296.6895557159424,4,1.2,False
2.14,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.14,dynamic,3800000110,3800000110,174.5491882244428,4,1.2,False
2.14,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.14,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.14,myopic,3800000120,3800000120,210.0436037929852,4,1.2,True
2.14,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.14,myopic,3800000127,3800000127,158.21868573328655,4,1.2,False
2.14,myopic,1600066510,1600066510,295.3433033018748,4,1.2,False
2.14,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.14,myopic,3800000110,3800000110,172.51005799814857,4,1.2,False
2.15,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.15,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.15,dynamic,3800000120,3800000120,211.00038747183476,4,1.2,True
2.15,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.15,dynamic,3800000127,3800000127,162.18809509277338,0,0.0,True
2.15,dynamic,1600066510,1600066510,297.7901018768946,4,1.2,False
2.15,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.15,dynamic,3800000110,3800000110,175.5131202066739,4,1.2,False
2.15,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.15,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.15,myopic,3800000120,3800000120,210.87943468093863,4,1.2,True
2.15,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.15,myopic,3800000127,3800000127,158.7862666083177,4,1.2,False
2.15,myopic,1600066510,1600066510,296.4463118329048,4,1.2,False
2.15,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.15,myopic,3800000110,3800000110,173.47303513495126,4,1.2,False
2.16,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.16,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.16,dynamic,3800000120,3800000120,211.83574927597041,4,1.2,True
2.16,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.16,dynamic,3800000127,3800000127,162.18809509277338,0,0.0,True
2.16,dynamic,1600066510,1600066510,298.8906480378469,4,1.2,False
2.16,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.16,dynamic,3800000110,3800000110,176.47705218890508,4,1.2,False
2.16,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.16,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.16,myopic,3800000120,3800000120,211.71526556889208,4,1.2,True
2.16,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.16,myopic,3800000127,3800000127,159.35384748334886,4,1.2,False
2.16,myopic,1600066510,1600066510,297.54932036393484,4,1.2,False
2.16,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.16,myopic,3800000110,3800000110,174.43601227175395,4,1.2,False
2.17,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.17,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.17,dynamic,3800000120,3800000120,212.67111108010604,4,1.2,True
2.17,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.17,dynamic,3800000127,3800000127,162.18809509277338,0,0.0,True
2.17,dynamic,1600066510,1600066510,299.9911941987991,4,1.2,False
2.17,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.17,dynamic,3800000110,3800000110,177.4409841711362,4,1.2,False
2.17,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.17,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.17,myopic,3800000120,3800000120,212.5510964568455,4,1.2,True
2.17,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.17,myopic,3800000127,3800000127,159.92142835838,4,1.2,False
2.17,myopic,1600066510,1600066510,298.65232889496485,4,1.2,False
2.17,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.17,myopic,3800000110,3800000110,175.3989894085566,4,1.2,False
2.18,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.18,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.18,dynamic,3800000120,3800000120,213.5064728842417,4,1.2,True
2.18,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.18,dynamic,3800000127,3800000127,162.26819311714178,1,0.3,False
2.18,dynamic,1600066510,1600066510,301.0917403597514,4,1.2,False
2.18,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.18,dynamic,3800000110,3800000110,178.40491615336734,4,1.2,False
2.18,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.18,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.18,myopic,3800000120,3800000120,213.38692734479898,4,1.2,True
2.18,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.18,myopic,3800000127,3800000127,160.48900923341117,4,1.2,False
2.18,myopic,1600066510,1600066510,299.75533742599487,4,1.2,False
2.18,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.18,myopic,3800000110,3800000110,176.36196654535928,4,1.2,False
2.19,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.19,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.19,dynamic,3800000120,3800000120,214.34183468837733,4,1.2,True
2.19,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.19,dynamic,3800000127,3800000127,162.40837213802342,1,0.3,False
2.19,dynamic,1600066510,1600066510,302.19228652070365,4,1.2,False
2.19,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.19,dynamic,3800000110,3800000110,179.36884813559848,4,1.2,False
2.19,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.19,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.19,myopic,3800000120,3800000120,214.2227582327524,4,1.2,True
2.19,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.19,myopic,3800000127,3800000127,161.05659010844232,4,1.2,False
2.19,myopic,1600066510,1600066510,300.8583459570249,4,1.2,False
2.19,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.19,myopic,3800000110,3800000110,177.32494368216192,4,1.2,False
2.2,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.2,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.2,dynamic,3800000120,3800000120,215.177196492513,4,1.2,True
2.2,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.2,dynamic,3800000127,3800000127,162.5485511589051,1,0.3,False
2.2,dynamic,1600066510,1600066510,303.2928326816559,4,1.2,False
2.2,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.2,dynamic,3800000110,3800000110,180.33278011782963,4,1.2,False
2.2,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.2,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.2,myopic,3800000120,3800000120,215.05858912070585,4,1.2,True
2.2,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.2,myopic,3800000127,3800000127,161.62417098347348,4,1.2,False
2.2,myopic,1600066510,1600066510,301.9613544880549,4,1.2,False
2.2,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.2,myopic,3800000110,3800000110,178.2879208189646,4,1.2,False
2.21,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.21,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.21,dynamic,3800000120,3800000120,216.01255829664862,4,1.2,True
2.21,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.21,dynamic,3800000127,3800000127,162.68873017978675,1,0.3,False
2.21,dynamic,1600066510,1600066510,304.3933788426082,4,1.2,False
2.21,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.21,dynamic,3800000110,3800000110,181.29671210006074,4,1.2,False
2.21,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.21,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.21,myopic,3800000120,3800000120,215.89442000865927,4,1.2,True
2.21,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.21,myopic,3800000127,3800000127,162.19175185850463,4,1.2,False
2.21,myopic,1600066510,1600066510,303.0643630190849,4,1.2,False
2.21,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.21,myopic,3800000110,3800000110,179.2508979557673,4,1.2,False
2.22,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.22,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.22,dynamic,3800000120,3800000120,216.84792010078428,4,1.2,True
2.22,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.22,dynamic,3800000127,3800000127,162.9004024055958,2,0.6,False
2.22,dynamic,1600066510,1600066510,305.49392500356043,4,1.2,False
2.22,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.22,dynamic,3800000110,3800000110,182.26064408229192,4,1.2,False
2.22,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.22,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.22,myopic,3800000120,3800000120,216.73025089661274,4,1.2,True
2.22,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.22,myopic,3800000127,3800000127,162.75933273353579,4,1.2,False
2.22,myopic,1600066510,1600066510,304.167371550115,4,1.2,False
2.22,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.22,myopic,3800000110,3800000110,180.21387509257,4,1.2,False
2.23,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.23,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.23,dynamic,3800000120,3800000120,217.68328190491988,4,1.2,True
2.23,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.23,dynamic,3800000127,3800000127,163.32691360856694,4,1.2,False
2.23,dynamic,1600066510,1600066510,306.59447116451264,4,1.2,False
2.23,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.23,dynamic,3800000110,3800000110,183.22457606452303,4,1.2,False
2.23,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.23,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.23,myopic,3800000120,3800000120,217.56608178456617,4,1.2,True
2.23,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.23,myopic,3800000127,3800000127,163.32691360856694,4,1.2,False
2.23,myopic,1600066510,1600066510,305.27038008114494,4,1.2,False
2.23,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.23,myopic,3800000110,3800000110,181.17685222937263,4,1.2,False
2.24,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.24,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.24,dynamic,3800000120,3800000120,218.51864370905554,4,1.2,True
2.24,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.24,dynamic,3800000127,3800000127,163.8944944835981,4,1.2,False
2.24,dynamic,1600066510,1600066510,307.6950173254649,4,1.2,False
2.24,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.24,dynamic,3800000110,3800000110,184.1885080467542,4,1.2,False
2.24,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.24,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.24,myopic,3800000120,3800000120,218.40191267251961,4,1.2,True
2.24,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.24,myopic,3800000127,3800000127,163.8944944835981,4,1.2,False
2.24,myopic,1600066510,1600066510,306.373388612175,4,1.2,False
2.24,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.24,myopic,3800000110,3800000110,182.13982936617532,4,1.2,False
2.25,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.25,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.25,dynamic,3800000120,3800000120,219.35400551319117,4,1.2,True
2.25,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.25,dynamic,3800000127,3800000127,164.46207535862925,4,1.2,False
2.25,dynamic,1600066510,1600066510,308.7955634864171,4,1.2,False
2.25,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.25,dynamic,3800000110,3800000110,185.15244002898532,4,1.2,False
2.25,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.25,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.25,myopic,3800000120,3800000120,219.23774356047304,4,1.2,True
2.25,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.25,myopic,3800000127,3800000127,164.46207535862925,4,1.2,False
2.25,myopic,1600066510,1600066510,307.476397143205,4,1.2,False
2.25,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.25,myopic,3800000110,3800000110,183.10280650297796,4,1.2,False
2.26,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.26,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.26,dynamic,3800000120,3800000120,220.1893673173268,4,1.2,True
2.26,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.26,dynamic,3800000127,3800000127,165.02965623366038,4,1.2,False
2.26,dynamic,1600066510,1600066510,309.89610964736937,4,1.2,False
2.26,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.26,dynamic,3800000110,3800000110,186.11637201121644,4,1.2,False
2.26,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.26,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.26,myopic,3800000120,3800000120,220.07357444842646,4,1.2,True
2.26,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.26,myopic,3800000127,3800000127,165.02965623366038,4,1.2,False
2.26,myopic,1600066510,1600066510,308.579405674235,4,1.2,False
2.26,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.26,myopic,3800000110,3800000110,184.06578363978065,4,1.2,False
2.27,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.27,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.27,dynamic,3800000120,3800000120,221.02472912146246,4,1.2,True
2.27,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.27,dynamic,3800000127,3800000127,165.59723710869153,4,1.2,False
2.27,dynamic,1600066510,1600066510,310.99665580832163,4,1.2,False
2.27,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.27,dynamic,3800000110,3800000110,187.0803039934476,4,1.2,False
2.27,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.27,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.27,myopic,3800000120,3800000120,220.9094053363799,4,1.2,True
2.27,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.27,myopic,3800000127,3800000127,165.59723710869153,4,1.2,False
2.27,myopic,1600066510,1600066510,309.68241420526505,4,1.2,False
2.27,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.27,myopic,3800000110,3800000110,185.02876077658334,4,1.2,False
2.28,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.28,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.28,dynamic,3800000120,3800000120,221.8600909255981,4,1.2,True
2.28,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.28,dynamic,3800000127,3800000127,166.16481798372268,4,1.2,False
2.28,dynamic,1600066510,1600066510,312.0972019692739,4,1.2,False
2.28,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.28,dynamic,3800000110,3800000110,188.04423597567873,4,1.2,False
2.28,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.28,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.28,myopic,3800000120,3800000120,221.74523622433333,4,1.2,True
2.28,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.28,myopic,3800000127,3800000127,166.16481798372268,4,1.2,False
2.28,myopic,1600066510,1600066510,310.78542273629506,4,1.2,False
2.28,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.28,myopic,3800000110,3800000110,185.99173791338598,4,1.2,False
2.29,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.29,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.29,dynamic,3800000120,3800000120,222.69545272973374,4,1.2,True
2.29,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.29,dynamic,3800000127,3800000127,166.73239885875384,4,1.2,False
2.29,dynamic,1600066510,1600066510,313.19774813022616,4,1.2,False
2.29,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.29,dynamic,3800000110,3800000110,189.00816795790988,4,1.2,False
2.29,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.29,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.29,myopic,3800000120,3800000120,222.5810671122868,4,1.2,True
2.29,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.29,myopic,3800000127,3800000127,166.73239885875384,4,1.2,False
2.29,myopic,1600066510,1600066510,311.8884312673251,4,1.2,False
2.29,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.29,myopic,3800000110,3800000110,186.95471505018867,4,1.2,False
2.3,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.3,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.3,dynamic,3800000120,3800000120,223.53081453386935,4,1.2,True
2.3,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.3,dynamic,3800000127,3800000127,167.299979733785,4,1.2,False
2.3,dynamic,1600066510,1600066510,314.29829429117837,4,1.2,False
2.3,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.3,dynamic,3800000110,3800000110,189.972099940141,4,1.2,False
2.3,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.3,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.3,myopic,3800000120,3800000120,223.41689800024022,4,1.2,True
2.3,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.3,myopic,3800000127,3800000127,167.299979733785,4,1.2,False
2.3,myopic,1600066510,1600066510,312.9914397983551,4,1.2,False
2.3,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.3,myopic,3800000110,3800000110,187.9176921869913,4,1.2,False
2.31,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.31,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.31,dynamic,3800000120,3800000120,224.366176338005,4,1.2,True
2.31,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.31,dynamic,3800000127,3800000127,167.86756060881615,4,1.2,False
2.31,dynamic,1600066510,1600066510,315.3988404521307,4,1.2,False
2.31,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.31,dynamic,3800000110,3800000110,190.93603192237217,4,1.2,False
2.31,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.31,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.31,myopic,3800000120,3800000120,224.25272888819367,4,1.2,True
2.31,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.31,myopic,3800000127,3800000127,167.86756060881615,4,1.2,False
2.31,myopic,1600066510,1600066510,314.0944483293851,4,1.2,False
2.31,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.31,myopic,3800000110,3800000110,188.880669323794,4,1.2,False
2.32,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.32,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.32,dynamic,3800000120,3800000120,225.20153814214063,4,1.2,True
2.32,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.32,dynamic,3800000127,3800000127,168.4351414838473,4,1.2,False
2.32,dynamic,1600066510,1600066510,316.49938661308283,4,1.2,False
2.32,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.32,dynamic,3800000110,3800000110,191.89996390460328,4,1.2,False
2.32,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.32,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.32,myopic,3800000120,3800000120,225.0885597761471,4,1.2,True
2.32,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.32,myopic,3800000127,3800000127,168.4351414838473,4,1.2,False
2.32,myopic,1600066510,1600066510,315.1974568604151,4,1.2,False
2.32,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.32,myopic,3800000110,3800000110,189.8436464605967,4,1.2,False
2.33,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.33,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.33,dynamic,3800000120,3800000120,226.0368999462763,4,1.2,True
2.33,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.33,dynamic,3800000127,3800000127,169.00272235887846,4,1.2,False
2.33,dynamic,1600066510,1600066510,317.59993277403515,4,1.2,False
2.33,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.33,dynamic,3800000110,3800000110,192.86389588683446,4,1.2,False
2.33,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.33,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.33,myopic,3800000120,3800000120,225.92439066410057,4,1.2,True
2.33,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.33,myopic,3800000127,3800000127,169.00272235887846,4,1.2,False
2.33,myopic,1600066510,1600066510,316.30046539144513,4,1.2,False
2.33,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.33,myopic,3800000110,3800000110,190.80662359739938,4,1.2,False
2.34,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.34,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.34,dynamic,3800000120,3800000120,226.87226175041192,4,1.2,True
2.34,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.34,dynamic,3800000127,3800000127,169.5703032339096,4,1.2,False
2.34,dynamic,1600066510,1600066510,318.70047893498736,4,1.2,False
2.34,dynamic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.34,dynamic,3800000110,3800000110,193.82782786906557,4,1.2,False
2.34,myopic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.34,myopic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.34,myopic,3800000120,3800000120,226.760221552054,4,1.2,True
2.34,myopic,3800001520,3800001520,221.67314147949202,0,0.0,True
2.34,myopic,3800000127,3800000127,169.5703032339096,4,1.2,False
2.34,myopic,1600066510,1600066510,317.40347392247514,4,1.2,False
2.34,myopic,3800001611,3800001611,224.91093444824176,0,0.0,True
2.34,myopic,3800000110,3800000110,191.76960073420202,4,1.2,False
2.35,dynamic,1600066610,1600066610,319.8865966796869,0,0.0,True
2.35,dynamic,1600066590,1600066590,270.52459716796875,0,0.0,True
2.35,dynamic,3800000120,3800000120,227.70762355454758,4,1.2,True
2.35,dynamic,3800001520,3800001520,221.67314147949202,0,0.0,True
